-23.233990,	-23.606596,	5.000000
-22.761452,	-23.737839,	5.000000
-22.189119,	-23.856886,	5.000000
-21.652641,	-23.931854,	5.000000
-21.089531,	-23.977806,	5.000000
-20.597010,	-23.995811,	5.000000
-20.069387,	-23.999992,	5.000000
-19.549999,	-24.000000,	5.000000
-19.049999,	-24.000000,	5.000000
-18.549999,	-24.000000,	5.000000
-18.049999,	-24.000000,	5.000000
-17.549999,	-24.000000,	5.000000
-17.049999,	-24.000000,	5.000000
-16.549999,	-24.000000,	5.000000
-16.049999,	-24.000000,	5.000000
-15.550000,	-24.000000,	5.000000
-15.050000,	-24.000000,	5.000000
-14.550000,	-24.000000,	5.000000
-14.050000,	-24.000000,	5.000000
-13.550000,	-24.000000,	5.000000
-13.050000,	-24.000000,	5.000000
-12.550000,	-24.000000,	5.000000
-12.050000,	-24.000000,	5.000000
-11.550000,	-24.000000,	5.000000
-11.050000,	-24.000000,	5.000000
-10.550000,	-24.000000,	5.000000
-10.050000,	-24.000000,	5.000000
-9.550000,	-24.000000,	5.000000
-9.050000,	-24.000000,	5.000000
-8.550000,	-24.000000,	5.000000
-8.050000,	-24.000000,	5.000000
-7.550000,	-24.000000,	5.000000
-7.050000,	-24.000000,	5.000000
-6.550000,	-24.000000,	5.000000
-6.050000,	-24.000000,	5.000000
-5.550000,	-24.000000,	5.000000
-5.050000,	-24.000000,	5.000000
-4.550000,	-24.000000,	5.000000
-4.050000,	-24.000000,	5.000000
-3.549999,	-24.000000,	5.000000
-3.049999,	-24.000000,	5.000000
-2.549999,	-24.000000,	5.000000
-2.049999,	-24.000000,	5.000000
-1.549999,	-24.000000,	5.000000
-1.049999,	-24.000000,	5.000000
-0.549999,	-24.000000,	5.000000
-0.049999,	-24.000000,	5.000000
0.450001,	-24.000000,	5.000000
0.950001,	-24.000000,	5.000000
1.450001,	-24.000000,	5.000000
1.950001,	-24.000000,	5.000000
2.450001,	-24.000000,	5.000000
2.950001,	-24.000000,	5.000000
3.450001,	-24.000000,	5.000000
3.950001,	-24.000000,	5.000000
4.450001,	-24.000000,	5.000000
4.950001,	-24.000000,	5.000000
5.450001,	-24.000000,	5.000000
5.950001,	-24.000000,	5.000000
6.450001,	-24.000000,	5.000000
6.950001,	-24.000000,	5.000000
7.450001,	-24.000000,	5.000000
7.950001,	-24.000000,	5.000000
8.450001,	-24.000000,	5.000000
8.950001,	-24.000000,	5.000000
9.450001,	-24.000000,	5.000000
10.000000,	-24.000000,	5.000000
10.508402,	-23.996286,	5.000000
11.016695,	-23.985149,	5.000000
